"caso_id","llamante_descripcion","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_indec_id"
"410158","Familiar de la víctima","Femenino","Otro familiar","Física","3","1 a 5 años","Masculino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2018-12-16 13:13:57","Ciudad Autónoma de Buenos Aires","02"
"410159","Comisaría","Femenino","Padrastro","Física","23","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-16 14:30:13","Ciudad Autónoma de Buenos Aires","02"
"410160","Comisaría","Masculino","Otro no familiar","Física","50","50 a 59 años","Femenino","1","1","Femenino","Otro no conviviente","Llamante solicitó información y/o orientación","2018-12-16 15:32:07","Ciudad Autónoma de Buenos Aires","02"
"410161","Otro Particular","Masculino","Madre","Física","17","12 a 17 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2018-12-16 18:02:59","Ciudad Autónoma de Buenos Aires","02"
"410162","Familiar de la víctima","Femenino","Otro familiar","Psicológica","75","Más de 60 años","Femenino","2","2","Femenino","Hij@","Llamante solicitó información y/o orientación","2018-12-16 18:44:13","Ciudad Autónoma de Buenos Aires","02"
"410163","Comisaría","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-16 19:35:07","Ciudad Autónoma de Buenos Aires","02"
"410164","Comisaría","Masculino","Otro no familiar","Física","29","18 a 29 años","Masculino","1","1","Masculino","Espos@/compañer@ actual","Se planificó intervención para otro momento","2018-12-16 23:18:48","Ciudad Autónoma de Buenos Aires","02"
"410165","Familiar de la víctima","Femenino","Otro familiar","Física","Sin Datos","Sin Datos","Masculino","1","1","Femenino","Otro no conviviente","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-16 23:41:38","Ciudad Autónoma de Buenos Aires","02"
"410168","Víctima","Masculino","Padre","Psicológica","33","30 a 39 años","Masculino","2","1","Femenino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2018-12-17 01:46:51","Ciudad Autónoma de Buenos Aires","02"
"410169","Comisaría","Femenino","Otro no familiar","Física","35","30 a 39 años","Femenino","2","1","Masculino","Ex espos@/pareja","No había móviles y/o Equipos para realizar la intervención","2018-12-17 02:05:54","Ciudad Autónoma de Buenos Aires","02"
"410170","Comisaría","Femenino","No hay niñas/os","Física","26","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","No había móviles y/o Equipos para realizar la intervención","2018-12-17 02:21:34","Ciudad Autónoma de Buenos Aires","02"
"410172","Familiar de la víctima","Femenino","Otro familiar","Psicológica","Sin Datos","Sin Datos","Femenino","5","1","Femenino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-17 03:30:39","Ciudad Autónoma de Buenos Aires","02"
"410173","Familiar de la víctima","Masculino","Padre","Psicológica","16","12 a 17 años","Masculino","1","1","Femenino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-17 03:42:25","Ciudad Autónoma de Buenos Aires","02"
"359142","Comisaría","Femenino","Otro no familiar","Física y sexual","23","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-17 05:30:16","Ciudad Autónoma de Buenos Aires","02"
"410175","Víctima","Masculino","No hay niñas/os","Psicológica","29","18 a 29 años","Masculino","1","1","Femenino","Ex espos@/pareja","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-17 06:45:48","Ciudad Autónoma de Buenos Aires","02"
"410064","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-17 08:59:35","Ciudad Autónoma de Buenos Aires","02"
"359142","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-17 09:02:10","Ciudad Autónoma de Buenos Aires","02"
"410064","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-17 09:18:17","Ciudad Autónoma de Buenos Aires","02"
"410185","Vecina/o de la víctima","Femenino","Otro no familiar","Psicológica","4","1 a 5 años","Masculino","1","1","NS/NC","Ns/Nc","Llamante solicitó información y/o orientación","2018-12-17 10:14:00","Ciudad Autónoma de Buenos Aires","02"
"410102","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-17 10:17:14","Ciudad Autónoma de Buenos Aires","02"
"410164","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-17 10:19:13","Ciudad Autónoma de Buenos Aires","02"
"410189","Familiar de la víctima","Masculino","Sin datos","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-17 11:17:09","Ciudad Autónoma de Buenos Aires","02"
"410191","Víctima","Femenino","Sin datos","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-17 11:36:12","Ciudad Autónoma de Buenos Aires","02"
"410196","Familiar de la víctima","Femenino","Sin datos","Psicológica","29","18 a 29 años","Masculino","1","1","Femenino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-17 11:43:29","Ciudad Autónoma de Buenos Aires","02"
"410200","Familiar de la víctima","Femenino","Otro familiar","Física","8","6 a 11 años","Femenino","1","1","Masculino","Otro conviviente","Llamante solicitó información y/o orientación","2018-12-17 13:01:28","Ciudad Autónoma de Buenos Aires","02"
"410203","Familiar de la víctima","Femenino","Otro familiar","Física","1","1 a 5 años","Femenino","1","1","Femenino","Otro conviviente","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-17 13:21:35","Ciudad Autónoma de Buenos Aires","02"
"409757","Otro Particular","Femenino","Madre","Física","22","18 a 29 años","Femenino","4","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-17 13:43:33","Ciudad Autónoma de Buenos Aires","02"
"410207","Víctima","Femenino","Hermana/o","Física y sexual","16","12 a 17 años","Femenino","3","1","Masculino","Padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-17 17:05:02","Ciudad Autónoma de Buenos Aires","02"
"410208","Víctima","Femenino","No hay niñas/os","Física y sexual","30","30 a 39 años","Femenino","1","1","Masculino","Padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-17 17:53:01","Ciudad Autónoma de Buenos Aires","02"
"410211","Otro Particular","Masculino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","No había móviles y/o Equipos para realizar la intervención","2018-12-17 18:33:53","Ciudad Autónoma de Buenos Aires","02"
"409757","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-17 19:32:48","Ciudad Autónoma de Buenos Aires","02"
"410213","Otro sobre un caso que no es violencia familiar","Masculino","Otro no familiar","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-12-17 21:40:29","Ciudad Autónoma de Buenos Aires","02"
"410057","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-17 21:56:12","Ciudad Autónoma de Buenos Aires","02"
"410216","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-12-17 22:11:52","Ciudad Autónoma de Buenos Aires","02"
"410220","Otro sobre un caso que no es violencia familiar","Femenino","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-12-18 00:01:13","Ciudad Autónoma de Buenos Aires","02"
"410221","Familiar de la víctima","Femenino","Otro familiar","Física","33","30 a 39 años","Femenino","2","1","Masculino","Ex espos@/pareja","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-18 06:42:35","Ciudad Autónoma de Buenos Aires","02"
"410222","Comisaría","Femenino","Otro no familiar","Física","22","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-18 06:44:06","Ciudad Autónoma de Buenos Aires","02"
"410223","Familiar de la víctima","Femenino","No hay niñas/os","Física","22","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-18 07:26:24","Ciudad Autónoma de Buenos Aires","02"
"410224","Familiar de la víctima","Femenino","Otro familiar","Física","3","1 a 5 años","Masculino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2018-12-18 07:30:14","Ciudad Autónoma de Buenos Aires","02"
"410225","Comisaría","Masculino","Otro no familiar","Física","30","30 a 39 años","Femenino","3","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-18 07:49:59","Ciudad Autónoma de Buenos Aires","02"
"410226","Comisaría","Femenino","Otro no familiar","Física","23","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-18 07:57:13","Ciudad Autónoma de Buenos Aires","02"
"410163","Víctima","Femenino","Madre","Física","20","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-18 08:18:27","Ciudad Autónoma de Buenos Aires","02"
"359142","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-18 08:32:50","Ciudad Autónoma de Buenos Aires","02"
"410233","Otro sobre un caso que no es violencia familiar","Femenino","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-12-18 08:46:12","Ciudad Autónoma de Buenos Aires","02"
"410235","Familiar de la víctima","Masculino","No hay niñas/os","Económica y física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-18 09:41:33","Ciudad Autónoma de Buenos Aires","02"
"410238","Familiar de la víctima","Femenino","Otro familiar","Física","12","12 a 17 años","Masculino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2018-12-18 10:51:27","Ciudad Autónoma de Buenos Aires","02"
"410246","Familiar de la víctima","Femenino","Madre","Física","22","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-18 11:12:29","Ciudad Autónoma de Buenos Aires","02"
"410252","Otro sobre un caso que no es violencia familiar","Femenino","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-12-18 12:09:57","Ciudad Autónoma de Buenos Aires","02"
"410253","Familiar de la víctima","Femenino","Madre","Física","7","6 a 11 años","Femenino","4","1","Masculino","Pareja de la madre/padre","Está interviniendo o se deriva a otra institución","2018-12-18 13:40:32","Ciudad Autónoma de Buenos Aires","02"
"405076","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-18 13:58:40","Ciudad Autónoma de Buenos Aires","02"
"203079","Familiar de la víctima","Femenino","Otro familiar","Física","3","1 a 5 años","Masculino","6","2","NS/NC","Ns/Nc","Llamante solicitó información y/o orientación","2018-12-18 15:59:14","Ciudad Autónoma de Buenos Aires","02"
"410262","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-18 16:45:46","Ciudad Autónoma de Buenos Aires","02"
"410265","Comisaría","Masculino","Otro no familiar","Física","32","30 a 39 años","Femenino","4","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-18 17:42:24","Ciudad Autónoma de Buenos Aires","02"
"154018","Familiar de la víctima","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-18 18:25:15","Ciudad Autónoma de Buenos Aires","02"
"410266","Familiar de la víctima","Masculino","Padre","Física","12","12 a 17 años","Masculino","1","1","Masculino","Herman@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-18 19:40:31","Ciudad Autónoma de Buenos Aires","02"
"410269","Comisaría","Masculino","Otro no familiar","Física","18","18 a 29 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-18 22:24:57","Ciudad Autónoma de Buenos Aires","02"
"410270","Comisaría","Masculino","No hay niñas/os","Física","27","18 a 29 años","Femenino","1","1","Masculino","Otro no conviviente","La víctima no aceptó la intervención de Equipos Móviles","2018-12-19 00:50:11","Ciudad Autónoma de Buenos Aires","02"
"410271","Otro Particular","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ns/Nc","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-19 00:53:02","Ciudad Autónoma de Buenos Aires","02"
"410272","Víctima","Masculino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Masculino","1","1","NS/NC","Ns/Nc","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-19 00:55:21","Ciudad Autónoma de Buenos Aires","02"
"404966","Víctima","Femenino","No hay niñas/os","Psicológica","27","18 a 29 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2018-12-19 01:10:00","Ciudad Autónoma de Buenos Aires","02"
"410097","Otro Particular","Masculino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","3","0","NS/NC","Ns/Nc","Llamante solicitó información y/o orientación","2018-12-19 01:15:50","Ciudad Autónoma de Buenos Aires","02"
"410273","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-19 01:16:20","Ciudad Autónoma de Buenos Aires","02"
"410274","Víctima","Femenino","Madre","Psicológica","42","40 a 49 años","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-19 01:33:45","Ciudad Autónoma de Buenos Aires","02"
"410275","Víctima","Femenino","No hay niñas/os","Física","42","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-19 01:38:13","Ciudad Autónoma de Buenos Aires","02"
"410141","Otro sobre un caso que no es violencia familiar","Femenino","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-12-19 01:57:37","Ciudad Autónoma de Buenos Aires","02"
"410276","Comisaría","Femenino","Otro no familiar","Física","28","18 a 29 años","Femenino","5","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-19 04:41:11","Ciudad Autónoma de Buenos Aires","02"
"410277","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-19 07:21:52","Ciudad Autónoma de Buenos Aires","02"
"410278","Comisaría","Masculino","No hay niñas/os","Física","41","40 a 49 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-19 08:04:37","Ciudad Autónoma de Buenos Aires","02"
"410279","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-19 09:05:34","Ciudad Autónoma de Buenos Aires","02"
"410280","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-19 09:11:58","Ciudad Autónoma de Buenos Aires","02"
"410282","Comisaría","Femenino","Otro no familiar","Física","22","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-19 10:46:41","Ciudad Autónoma de Buenos Aires","02"
"410281","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-19 10:49:07","Ciudad Autónoma de Buenos Aires","02"
"410283","Comisaría","Femenino","Padre","Física","43","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2018-12-19 11:14:37","Ciudad Autónoma de Buenos Aires","02"
"410284","Víctima","Masculino","Padre","Física","Sin Datos","Sin Datos","Masculino","1","1","Femenino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-19 11:28:07","Ciudad Autónoma de Buenos Aires","02"
"410285","Víctima","Femenino","Hermana/o","Física","Sin Datos","Sin Datos","Femenino","2","1","Femenino","Madre","Llamante solicitó información y/o orientación","2018-12-19 12:50:38","Ciudad Autónoma de Buenos Aires","02"
"410286","Víctima","Femenino","Madre","Psicológica","29","18 a 29 años","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-19 13:49:46","Ciudad Autónoma de Buenos Aires","02"
"410287","Víctima","Femenino","Sin datos","Psicológica","31","30 a 39 años","Femenino","1","1","Femenino","Herman@","Llamante solicitó información y/o orientación","2018-12-19 14:47:04","Ciudad Autónoma de Buenos Aires","02"
"410288","Hospital","Femenino","Sin datos","Psicológica","21","18 a 29 años","Masculino","1","1","Masculino","Pareja de la madre/padre","Llamante solicitó información y/o orientación","2018-12-19 15:04:13","Ciudad Autónoma de Buenos Aires","02"
"410289","Víctima","Femenino","Madre","Física y sexual","36","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-19 15:40:29","Ciudad Autónoma de Buenos Aires","02"
"410292","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-19 18:40:36","Ciudad Autónoma de Buenos Aires","02"
"410294","Víctima","Femenino","Madre","Física","50","50 a 59 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-19 19:30:59","Ciudad Autónoma de Buenos Aires","02"
"410295","Agresor/a","Masculino","Padre","Psicológica","Sin Datos","Sin Datos","NS/NC","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2018-12-19 20:10:07","Ciudad Autónoma de Buenos Aires","02"
"362055","Comisaría","Femenino","Otro no familiar","Psicológica","10","6 a 11 años","Femenino","1","1","NS/NC","Padre","Llamante solicitó información y/o orientación","2018-12-19 21:43:09","Ciudad Autónoma de Buenos Aires","02"
"410296","Familiar de la víctima","Femenino","Otro familiar","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-19 22:22:13","Ciudad Autónoma de Buenos Aires","02"
"410297","Comisaría","Femenino","No hay niñas/os","Física","21","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-19 22:46:11","Ciudad Autónoma de Buenos Aires","02"
"410298","Víctima","Femenino","No hay niñas/os","Física","18","18 a 29 años","Femenino","1","1","Masculino","Herman@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-19 22:50:45","Ciudad Autónoma de Buenos Aires","02"
"410299","Comisaría","Femenino","No hay niñas/os","Física","46","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-19 23:02:10","Ciudad Autónoma de Buenos Aires","02"
"410300","Familiar de la víctima","Femenino","Otro familiar","Física","16","12 a 17 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2018-12-19 23:04:44","Ciudad Autónoma de Buenos Aires","02"
"410301","Familiar de la víctima","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-19 23:14:56","Ciudad Autónoma de Buenos Aires","02"
"410302","Víctima","Femenino","Hermana/o","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Herman@","Llamante solicitó información y/o orientación","2018-12-20 00:14:36","Ciudad Autónoma de Buenos Aires","02"
"410303","Familiar de la víctima","Masculino","Padre","Física","Sin Datos","Sin Datos","Masculino","1","1","Femenino","Otro conviviente","Llamante solicitó información y/o orientación","2018-12-20 00:22:55","Ciudad Autónoma de Buenos Aires","02"
"410304","Familiar de la víctima","Femenino","No hay niñas/os","Física","27","18 a 29 años","Femenino","1","1","Masculino","Herman@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-20 00:36:29","Ciudad Autónoma de Buenos Aires","02"
"410097","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-20 02:26:57","Ciudad Autónoma de Buenos Aires","02"
"410305","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-12-20 02:31:06","Ciudad Autónoma de Buenos Aires","02"
"410306","Víctima","Femenino","Madre","Psicológica","60","Más de 60 años","Femenino","1","1","Masculino","Hij@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-20 02:35:48","Ciudad Autónoma de Buenos Aires","02"
"410307","Vecina/o de la víctima","Masculino","Otro no familiar","Física","Sin Datos","Sin Datos","Masculino","4","2","Masculino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-20 02:46:29","Ciudad Autónoma de Buenos Aires","02"
"410309","Víctima","Femenino","No hay niñas/os","Física","59","50 a 59 años","Femenino","1","1","Masculino","Hij@","Llamante solicitó información y/o orientación","2018-12-20 02:53:33","Ciudad Autónoma de Buenos Aires","02"
"410310","Comisaría","Femenino","Otro no familiar","Psicológica","12","12 a 17 años","Femenino","2","1","NS/NC","Ns/Nc","Llamante solicitó información y/o orientación","2018-12-20 03:40:33","Ciudad Autónoma de Buenos Aires","02"
"410313","Comisaría","Femenino","Otro no familiar","Psicológica","22","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-20 06:42:53","Ciudad Autónoma de Buenos Aires","02"
"410314","Comisaría","Femenino","Otro no familiar","Física","41","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-20 06:46:38","Ciudad Autónoma de Buenos Aires","02"
"410318","Otro sobre un caso que no es violencia familiar","Femenino","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-12-20 11:16:14","Ciudad Autónoma de Buenos Aires","02"
"410319","Otro sobre un caso que no es violencia familiar","Masculino","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-12-20 11:27:57","Ciudad Autónoma de Buenos Aires","02"
"410322","Víctima","Femenino","Madre","Psicológica","54","50 a 59 años","Femenino","1","1","Masculino","Ex espos@/pareja","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-20 12:46:01","Ciudad Autónoma de Buenos Aires","02"
"410323","Comisaría","Femenino","Otro familiar","Psicológica","38","30 a 39 años","Femenino","1","3","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-20 13:07:40","Ciudad Autónoma de Buenos Aires","02"
"410330","Otro sobre un caso que no es violencia familiar","Femenino","Otro no familiar","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-12-20 18:40:14","Ciudad Autónoma de Buenos Aires","02"
"410331","Familiar de la víctima","Femenino","Madre","Física","6","6 a 11 años","Masculino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2018-12-20 19:05:49","Ciudad Autónoma de Buenos Aires","02"
"410332","Víctima","Femenino","Madre","Física","41","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-20 19:10:15","Ciudad Autónoma de Buenos Aires","02"
"410333","Otro sobre un caso que no es violencia familiar","Masculino","Padre","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-12-20 19:12:23","Ciudad Autónoma de Buenos Aires","02"
"410334","Víctima","Masculino","Sin datos","Física","34","30 a 39 años","Masculino","1","1","Femenino","Herman@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-20 19:14:42","Ciudad Autónoma de Buenos Aires","02"
"410335","Víctima","Femenino","No hay niñas/os","Psicológica","68","Más de 60 años","Femenino","1","2","Masculino","Otro no conviviente","Llamante solicitó información y/o orientación","2018-12-20 19:17:04","Ciudad Autónoma de Buenos Aires","02"
"410336","Víctima","Femenino","No hay niñas/os","Psicológica","78","Más de 60 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-20 19:34:19","Ciudad Autónoma de Buenos Aires","02"
"410337","Víctima","Femenino","Madre","Física","24","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-20 19:36:29","Ciudad Autónoma de Buenos Aires","02"
"408248","Víctima","Femenino","Sin datos","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Femenino","Otro no conviviente","Llamante solicitó información y/o orientación","2018-12-20 22:32:42","Ciudad Autónoma de Buenos Aires","02"
"410338","Víctima","Masculino","Padre","Física","68","Más de 60 años","Masculino","1","1","Femenino","Hij@","La víctima no aceptó la intervención de Equipos Móviles","2018-12-20 23:28:37","Ciudad Autónoma de Buenos Aires","02"
"410339","Comisaría","Masculino","Sin datos","Física","63","Más de 60 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-21 02:37:25","Ciudad Autónoma de Buenos Aires","02"
