"caso_id","llamante_descripcion","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_id"
"297238","Comisaría","Femenino","Sin datos","Física","30","30 a 39 años","Masculino","1","1","Femenino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-05-12 03:40:00","Ciudad Autónoma de Buenos Aires","02"
"297239","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-12 08:00:00","Ciudad Autónoma de Buenos Aires","02"
"297240","Comisaría","Femenino","No hay niñas/os","Física","44","40 a 49 años","Femenino","1","1","Masculino","Ex espos@/pareja","No había móviles y/o Equipos para realizar la intervención","2019-05-12 10:00:00","Ciudad Autónoma de Buenos Aires","02"
"297241","Comisaría","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-12 11:25:00","Ciudad Autónoma de Buenos Aires","02"
"297242","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-05-12 12:10:00","Ciudad Autónoma de Buenos Aires","02"
"297243","Víctima","Masculino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Hij@","La víctima no aceptó la intervención de Equipos Móviles","2019-05-12 15:00:00","Ciudad Autónoma de Buenos Aires","02"
"297244","Comisaría","Femenino","Otro no familiar","Física","23","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-05-12 14:00:00","Ciudad Autónoma de Buenos Aires","02"
"297245","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-12 14:30:00","Ciudad Autónoma de Buenos Aires","02"
"297246","Otra Institución","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","6","1","Masculino","Ex espos@/pareja","No había móviles y/o Equipos para realizar la intervención","2019-05-12 14:00:00","Ciudad Autónoma de Buenos Aires","02"
"297247","Comisaría","Femenino","Otro no familiar","Física","31","30 a 39 años","Femenino","6","1","Masculino","Ex espos@/pareja","No había móviles y/o Equipos para realizar la intervención","2019-05-12 16:00:00","Ciudad Autónoma de Buenos Aires","02"
"297248","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-05-12 19:00:00","Ciudad Autónoma de Buenos Aires","02"
"297249","Comisaría","Femenino","Otro no familiar","Física","30","30 a 39 años","Femenino","1","1","Femenino","Herman@","La víctima no aceptó la intervención de Equipos Móviles","2019-05-12 20:55:00","Ciudad Autónoma de Buenos Aires","02"
"297250","Víctima","Femenino","No hay niñas/os","Psicológica","51","50 a 59 años","Femenino","1","1","Masculino","Hij@","La víctima no aceptó la intervención de Equipos Móviles","2019-05-13 20:00:00","Ciudad Autónoma de Buenos Aires","02"
"297251","Víctima","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Otro no conviviente","Llamante solicitó información y/o orientación","2019-05-13 20:45:00","Ciudad Autónoma de Buenos Aires","02"
"297252","Comisaría","Masculino","Otro no familiar","Física","9","6 a 11 años","Masculino","1","1","Masculino","Otro conviviente","La víctima no aceptó la intervención de Equipos Móviles","2019-05-13 22:15:00","Ciudad Autónoma de Buenos Aires","02"
"297253","Comisaría","Femenino","Otro no familiar","Física","39","30 a 39 años","Masculino","2","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-13 03:25:00","Ciudad Autónoma de Buenos Aires","02"
"297254","Hospital","Femenino","Otro no familiar","Física","30","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/pareja","Se planificó intervención para otro momento","2019-05-13 00:10:00","Ciudad Autónoma de Buenos Aires","02"
"297255","Familiar de la víctima","Femenino","Otro familiar","Psicológica","17","12 a 17 años","Femenino","1","1","Masculino","Padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-05-13 22:20:00","Ciudad Autónoma de Buenos Aires","02"
"297256","Comisaría","Femenino","Otro no familiar","Física","51","50 a 59 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-05-13 03:00:00","Ciudad Autónoma de Buenos Aires","02"
"297257","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-13 08:05:00","Ciudad Autónoma de Buenos Aires","02"
"297258","Comisaría","Femenino","Otro no familiar","Física","13","12 a 17 años","Femenino","5","1","Masculino","Padre","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-13 08:00:00","Ciudad Autónoma de Buenos Aires","02"
"297259","Familiar de la víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-05-13 09:30:00","Ciudad Autónoma de Buenos Aires","02"
"297260","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-05-13 11:05:00","Ciudad Autónoma de Buenos Aires","02"
"297261","Familiar de la víctima","Femenino","Otro familiar","Física","Sin Datos","Sin Datos","Masculino","1","1","NS/NC","Ns/Nc","Llamante solicitó información y/o orientación","2019-05-13 10:40:00","Ciudad Autónoma de Buenos Aires","02"
"297262","Otro Particular","Femenino","Otro no familiar","Física","15","12 a 17 años","Femenino","1","1","Femenino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-05-13 09:00:00","Ciudad Autónoma de Buenos Aires","02"
"297263","Familiar de la víctima","Femenino","Otro no familiar","Económica y física","22","18 a 29 años","Femenino","3","1","Masculino","Ex espos@/pareja","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-05-13 12:00:00","Ciudad Autónoma de Buenos Aires","02"
"297264","Víctima","Femenino","Madre","Psicológica","56","50 a 59 años","Femenino","1","1","Masculino","Ex espos@/pareja","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-05-13 11:50:00","Ciudad Autónoma de Buenos Aires","02"
"297265","Otra Institución","Femenino","Otro familiar","Física","Sin Datos","Sin Datos","Femenino","3","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-05-13 12:05:00","Ciudad Autónoma de Buenos Aires","02"
"297266","Otro sobre un caso que no es violencia familiar","Femenino","Sin datos","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-05-13 14:30:00","Ciudad Autónoma de Buenos Aires","02"
"297267","Víctima","Femenino","Madre","Física","49","40 a 49 años","Femenino","1","4","Masculino","Hij@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-05-13 14:15:00","Ciudad Autónoma de Buenos Aires","02"
"297268","Comisaría","Femenino","Otro no familiar","Física","43","40 a 49 años","Femenino","2","1","Masculino","Ex espos@/pareja","No había móviles y/o Equipos para realizar la intervención","2019-05-13 14:20:00","Ciudad Autónoma de Buenos Aires","02"
"297269","Otra Institución","Femenino","Otro no familiar","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-05-13 14:45:00","Ciudad Autónoma de Buenos Aires","02"
"297270","Otra Institución","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-13 16:05:00","Ciudad Autónoma de Buenos Aires","02"
"297271","Familiar de la víctima","Femenino","No hay niñas/os","Física","23","18 a 29 años","Femenino","2","1","Masculino","Padre","Llamante solicitó información y/o orientación","2019-05-13 17:25:00","Ciudad Autónoma de Buenos Aires","02"
"297272","Comisaría","Masculino","No hay niñas/os","Física","39","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-05-13 18:15:00","Ciudad Autónoma de Buenos Aires","02"
"297273","Comisaría","Femenino","Otro no familiar","Física","34","30 a 39 años","Femenino","4","1","Masculino","Espos@/compañer@ actual","Se planificó intervención para otro momento","2019-05-13 18:30:00","Ciudad Autónoma de Buenos Aires","02"
"297274","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-13 19:25:00","Ciudad Autónoma de Buenos Aires","02"
"297275","Comisaría","Femenino","Otro no familiar","Física","34","30 a 39 años","Femenino","4","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-13 19:30:00","Ciudad Autónoma de Buenos Aires","02"
"297276","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","NS/NC","2","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-05-13 20:30:00","Ciudad Autónoma de Buenos Aires","02"
"297277","Víctima","Femenino","No hay niñas/os","Física","26","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-05-13 22:00:00","Ciudad Autónoma de Buenos Aires","02"
"297278","Familiar de la víctima","Femenino","Hermana/o","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Pareja de la madre/padre","Llamante solicitó información y/o orientación","2019-05-13 22:30:00","Ciudad Autónoma de Buenos Aires","02"
"297279","Vecina/o de la víctima","Femenino","Otro no familiar","Psicológica","4","1 a 5 años","Masculino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-05-13 23:00:00","Ciudad Autónoma de Buenos Aires","02"
"297280","Comisaría","Femenino","No hay niñas/os","Psicológica","38","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-05-13 23:30:00","Ciudad Autónoma de Buenos Aires","02"
"297281","Víctima","Femenino","No hay niñas/os","Física","18","18 a 29 años","Femenino","1","1","Masculino","Padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-05-13 23:45:00","Ciudad Autónoma de Buenos Aires","02"
"297282","Comisaría","Masculino","Sin datos","Física","21","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","No había móviles y/o Equipos para realizar la intervención","2019-05-14 00:30:00","Ciudad Autónoma de Buenos Aires","02"
"297283","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-14 20:00:00","Ciudad Autónoma de Buenos Aires","02"
"297284","Comisaría","Femenino","Otro no familiar","Física","37","30 a 39 años","Femenino","3","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-05-14 02:30:00","Ciudad Autónoma de Buenos Aires","02"
"297285","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-14 08:05:00","Ciudad Autónoma de Buenos Aires","02"
"297286","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-14 08:15:00","Ciudad Autónoma de Buenos Aires","02"
"297287","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-14 08:15:00","Ciudad Autónoma de Buenos Aires","02"
"297288","Vecina/o de la víctima","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","NS/NC","1","1","NS/NC","Otro no conviviente","Llamante solicitó información y/o orientación","2019-05-14 09:00:00","Ciudad Autónoma de Buenos Aires","02"
"297289","Vecina/o de la víctima","Femenino","Sin datos","Psicológica","80","Más de 60 años","Femenino","1","1","Masculino","Hij@","Llamante solicitó información y/o orientación","2019-05-14 10:00:00","Ciudad Autónoma de Buenos Aires","02"
"297290","Vecina/o de la víctima","Femenino","Otro no familiar","Psicológica","Sin Datos","Sin Datos","NS/NC","1","1","NS/NC","Ns/Nc","Llamante solicitó información y/o orientación","2019-05-14 09:45:00","Ciudad Autónoma de Buenos Aires","02"
"297291","Víctima","Femenino","No hay niñas/os","Psicológica","72","Más de 60 años","Femenino","1","1","Masculino","Ex espos@/pareja","Se planificó intervención para otro momento","2019-05-14 11:30:00","Ciudad Autónoma de Buenos Aires","02"
"297292","Comisaría","Femenino","Otro no familiar","Física","34","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-05-14 11:00:00","Ciudad Autónoma de Buenos Aires","02"
"297293","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-05-14 12:30:00","Ciudad Autónoma de Buenos Aires","02"
"297294","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-14 08:30:00","Ciudad Autónoma de Buenos Aires","02"
"297295","Familiar de la víctima","Femenino","Otro familiar","Física","23","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-05-14 14:15:00","Ciudad Autónoma de Buenos Aires","02"
"297296","Familiar de la víctima","Femenino","Madre","Sexual","8","6 a 11 años","Masculino","1","1","Masculino","Herman@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-05-14 14:30:00","Ciudad Autónoma de Buenos Aires","02"
"297297","Vecina/o de la víctima","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","NS/NC","2","1","Femenino","Otro no conviviente","Llamante solicitó información y/o orientación","2019-05-14 14:30:00","Ciudad Autónoma de Buenos Aires","02"
"297298","Familiar de la víctima","Femenino","No hay niñas/os","Psicológica","86","Más de 60 años","Masculino","1","1","Femenino","Otro no conviviente","Llamante solicitó información y/o orientación","2019-05-14 15:20:00","Ciudad Autónoma de Buenos Aires","02"
"297299","Comisaría","Femenino","Madre","Física","22","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-14 14:30:00","Ciudad Autónoma de Buenos Aires","02"
"297300","Víctima","Femenino","Madre","Económica","Sin Datos","Sin Datos","Masculino","3","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-05-14 16:45:00","Ciudad Autónoma de Buenos Aires","02"
"297301","Comisaría","Femenino","Madre","Física","29","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-05-14 17:00:00","Ciudad Autónoma de Buenos Aires","02"
"297302","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-05-14 19:55:00","Ciudad Autónoma de Buenos Aires","02"
"297303","Víctima","Femenino","No hay niñas/os","Física","64","Más de 60 años","Femenino","1","1","Masculino","Hij@","No había móviles y/o Equipos para realizar la intervención","2019-05-14 22:30:00","Ciudad Autónoma de Buenos Aires","02"
"297304","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-15 08:15:00","Ciudad Autónoma de Buenos Aires","02"
"297305","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-15 09:00:00","Ciudad Autónoma de Buenos Aires","02"
"297306","Comisaría","Masculino","Otro familiar","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-05-15 09:30:00","Ciudad Autónoma de Buenos Aires","02"
"297307","Otro sobre un caso que no es violencia familiar","Femenino","Madre","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-05-15 10:10:00","Ciudad Autónoma de Buenos Aires","02"
"297308","Víctima","Femenino","No hay niñas/os","Psicológica","65","Más de 60 años","Femenino","1","1","Masculino","Hij@","No había móviles y/o Equipos para realizar la intervención","2019-05-15 10:45:00","Ciudad Autónoma de Buenos Aires","02"
"297309","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-15 09:45:00","Ciudad Autónoma de Buenos Aires","02"
"297310","Comisaría","Masculino","Sin datos",,"18","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-15 00:00:00","Ciudad Autónoma de Buenos Aires","02"
"297311","Comisaría","Masculino","Sin datos",,"18","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-15 00:00:00","Ciudad Autónoma de Buenos Aires","02"
"297312","Familiar de la víctima","Femenino","Hermana/o","Física","14","12 a 17 años","Femenino","1","2","Masculino","Pareja de la madre/padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-05-15 11:10:00","Ciudad Autónoma de Buenos Aires","02"
"297313","Otro Particular","Femenino","No hay niñas/os","Psicológica","57","50 a 59 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-05-15 12:10:00","Ciudad Autónoma de Buenos Aires","02"
"297314","Otra Institución","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Espos@/compañer@ actual","Se planificó intervención para otro momento","2019-05-15 11:35:00","Ciudad Autónoma de Buenos Aires","02"
"297315","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-15 12:15:00","Ciudad Autónoma de Buenos Aires","02"
"297316","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-15 13:00:00","Ciudad Autónoma de Buenos Aires","02"
"297317","Comisaría","Masculino","Otro no familiar","Psicológica","22","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-05-15 12:35:00","Ciudad Autónoma de Buenos Aires","02"
"297318","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-15 13:30:00","Ciudad Autónoma de Buenos Aires","02"
"297319","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-15 15:00:00","Ciudad Autónoma de Buenos Aires","02"
"297320","Agresor/a","Masculino","Padre","Física","Sin Datos","Sin Datos","Femenino","7","1","Masculino","Padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-05-15 14:45:00","Ciudad Autónoma de Buenos Aires","02"
"297321","Comisaría","Femenino","No hay niñas/os","Física","33","30 a 39 años","Femenino","1","1","Femenino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-05-15 15:15:00","Ciudad Autónoma de Buenos Aires","02"
"297322","Ns/Nc","NS/NC","Sin datos","Física","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-05-15 16:00:00","Ciudad Autónoma de Buenos Aires","02"
"297323","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","3","2","Masculino","Padre","No había móviles y/o Equipos para realizar la intervención","2019-05-15 03:00:00","Ciudad Autónoma de Buenos Aires","02"
"297324","Otra Institución","Femenino","Sin datos","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-05-15 16:25:00","Ciudad Autónoma de Buenos Aires","02"
"297325","Comisaría","Femenino","Otro no familiar","Psicológica","Sin Datos","Sin Datos","Femenino","2","1","NS/NC","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-05-15 18:40:00","Ciudad Autónoma de Buenos Aires","02"
"297326","Familiar de la víctima","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Masculino","1","0","NS/NC","Herman@","Llamante solicitó información y/o orientación","2019-05-15 18:00:00","Ciudad Autónoma de Buenos Aires","02"
"297327","Comisaría","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","NS/NC","2","1","Femenino","Hij@","Llamante solicitó información y/o orientación","2019-05-15 19:00:00","Ciudad Autónoma de Buenos Aires","02"
"297328","Comisaría","Femenino","Otro no familiar",,"22","18 a 29 años","Femenino","6","1","Femenino","Herman@","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-15 20:00:00","Ciudad Autónoma de Buenos Aires","02"
"297329","Otra Institución","Femenino","Otro no familiar","Física","40","40 a 49 años","Femenino","2","1","Masculino","Ex espos@/pareja","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-15 20:00:00","Ciudad Autónoma de Buenos Aires","02"
"297330","Otra Institución","Femenino","Otro no familiar","Física","16","12 a 17 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-05-15 20:30:00","Ciudad Autónoma de Buenos Aires","02"
"297331","Comisaría","Masculino","Otro no familiar","Física","33","30 a 39 años","Femenino","3","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-05-15 21:20:00","Ciudad Autónoma de Buenos Aires","02"
"297332","Comisaría","Femenino","No hay niñas/os","Física","37","30 a 39 años","Masculino","2","1","Masculino","Pareja de la madre/padre","Llamante solicitó información y/o orientación","2019-05-16 01:00:00","Ciudad Autónoma de Buenos Aires","02"
"297333","Comisaría","Femenino","Otro no familiar","Física","23","18 a 29 años","Femenino","2","1","Masculino","Ex espos@/pareja","Se planificó intervención para otro momento","2019-05-16 02:00:00","Ciudad Autónoma de Buenos Aires","02"
"297334","Comisaría","Femenino","Otro no familiar","Física","23","18 a 29 años","Femenino","2","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2019-05-16 01:40:00","Ciudad Autónoma de Buenos Aires","02"
"297335","Comisaría","Masculino","No hay niñas/os","Física","27","18 a 29 años","Femenino","1","1","NS/NC","Ns/Nc","Llamante solicitó información y/o orientación","2019-05-16 02:30:00","Ciudad Autónoma de Buenos Aires","02"
"297336","Comisaría","Masculino","Sin datos","Física","27","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-16 03:00:00","Ciudad Autónoma de Buenos Aires","02"
"297337","Comisaría","Masculino","Otro no familiar","Física","38","30 a 39 años","Femenino","5","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-05-16 04:30:00","Ciudad Autónoma de Buenos Aires","02"
"297338","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-16 08:30:00","Ciudad Autónoma de Buenos Aires","02"
"297339","Víctima","Femenino","Madre","Psicológica","39","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-05-16 08:00:00","Ciudad Autónoma de Buenos Aires","02"
"297340","Comisaría","Femenino","Otro no familiar","Psicológica","39","30 a 39 años","Masculino","1","1","Femenino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-05-16 09:00:00","Ciudad Autónoma de Buenos Aires","02"
"297341","Comisaría","Masculino","Otro no familiar","Psicológica","28","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-05-16 09:40:00","Ciudad Autónoma de Buenos Aires","02"
"297342","Otra Institución","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-05-16 10:00:00","Ciudad Autónoma de Buenos Aires","02"
"297343","Víctima","Femenino","Madre","Física","24","18 a 29 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-05-16 10:45:00","Ciudad Autónoma de Buenos Aires","02"
"297344","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2019-05-16 13:00:00","Ciudad Autónoma de Buenos Aires","02"
"297345","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-05-16 14:05:00","Ciudad Autónoma de Buenos Aires","02"
"297346","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-05-16 16:50:00","Ciudad Autónoma de Buenos Aires","02"
"297347","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-05-16 16:50:00","Ciudad Autónoma de Buenos Aires","02"
"297348","Comisaría","Femenino","No hay niñas/os","Física","25","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-05-16 15:30:00","Ciudad Autónoma de Buenos Aires","02"
"297349","Hospital","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ns/Nc","Se planificó intervención para otro momento","2019-05-16 16:30:00","Ciudad Autónoma de Buenos Aires","02"
"297350","Otro sobre un caso que no es violencia familiar","Femenino","Otro no familiar","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-05-16 14:40:00","Ciudad Autónoma de Buenos Aires","02"
"297351","Víctima","Femenino","Sin datos","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-05-16 16:00:00","Ciudad Autónoma de Buenos Aires","02"
